UniqueID,Region,AOI,Start_date,End_date,Duration,ShrCount,UncyCount,NSM,SCE,EPR,EPRunc,LRR,LRI,LCI,LSE,LR2,WLR,WLI,WCI,WSE,WR2,Dates,Distances,OrientFix
100642420101,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,2.6,8.85,0.05,0.07,0.02,180.94,0.2,3.79,0.02,-0.02,181.7,0.15,1.17,0.04,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[177.54, 182.76, 186.39, 180.6, 180.14]",kept
100642421100,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,2.27,9.41,0.04,0.07,0.02,181.62,0.22,4.07,0.01,-0.03,182.24,0.16,1.26,0.05,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[178.29, 182.89, 187.7, 180.93, 180.56]",kept
100642422100,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,3.44,10.12,0.06,0.07,0.03,181.68,0.23,4.28,0.03,-0.01,181.8,0.18,1.42,0.01,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[178.45, 183.0, 188.57, 180.77, 181.88]",kept
100642423099,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,4.96,10.02,0.09,0.07,0.05,181.31,0.22,4.08,0.09,0.01,181.18,0.19,1.5,0.01,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[178.1, 183.39, 188.11, 180.77, 183.06]",kept
100642424235,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,5.18,8.8,0.09,0.07,0.05,180.97,0.19,3.57,0.12,0.01,181.1,0.17,1.31,0.01,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[177.73, 183.83, 186.53, 180.94, 182.91]",kept
100642425234,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,4,4,9.05,10.87,0.16,0.07,0.14,180.68,0.29,4.12,0.5,0.09,181.7,0.21,1.31,0.45,"['1968-09-28', '1982-02-09', '1996-02-05', '2024-03-18']","[177.27, 184.7, 188.14, 186.31]",kept
100642426472,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,4,4,10.62,14.16,0.19,0.07,0.17,179.3,0.4,5.62,0.42,0.1,180.64,0.29,1.78,0.34,"['1968-09-28', '1982-02-09', '1996-02-05', '2024-03-18']","[174.74, 184.13, 188.9, 185.36]",kept
100642427470,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,4,4,12.95,20.35,0.23,0.07,0.18,176.22,0.67,9.49,0.23,0.06,178.76,0.49,3.03,0.07,"['1968-09-28', '1982-02-09', '1996-02-05', '2024-03-18']","[168.06, 184.43, 188.41, 181.01]",kept
100642428468,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,16.6,24.27,0.3,0.07,0.21,174.03,0.51,9.59,0.25,0.09,178.09,0.41,3.17,0.09,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[163.65, 185.35, 187.92, 182.67, 180.26]",kept
100642429466,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,13.64,21.63,0.25,0.07,0.16,175.09,0.46,8.71,0.18,0.05,178.11,0.35,2.77,0.04,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[165.8, 184.63, 187.43, 180.4, 179.43]",kept
100642430463,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,11.46,18.96,0.21,0.07,0.12,175.95,0.41,7.74,0.14,0.03,177.71,0.32,2.5,0.01,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[167.97, 183.78, 186.93, 178.26, 179.43]",kept
100642431316,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,10.67,17.56,0.19,0.07,0.12,176.05,0.37,7.02,0.15,0.03,177.68,0.29,2.25,0.02,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[168.85, 183.05, 186.41, 178.54, 179.52]",kept
100642432315,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,10.15,19.34,0.18,0.07,0.11,176.76,0.41,7.67,0.12,0.02,178.62,0.31,2.41,0.01,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[169.16, 183.21, 188.5, 179.18, 179.31]",kept
100642433313,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,4.25,13.48,0.08,0.07,0.04,179.93,0.3,5.73,0.02,-0.03,181.27,0.23,1.78,0.03,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[174.63, 183.03, 188.11, 179.88, 178.88]",kept
100642434312,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-1.24,9.36,-0.02,0.07,-0.04,181.61,0.23,4.39,0.05,-0.07,181.53,0.18,1.41,0.23,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[179.14, 180.5, 187.27, 178.02, 177.91]",kept
100642435310,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,1.21,11.54,0.02,0.07,0.02,178.83,0.28,5.34,0.01,-0.03,179.23,0.21,1.65,0.03,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[175.86, 177.97, 187.4, 177.92, 177.08]",kept
100642436309,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-1.47,11.57,-0.03,0.07,0.0,179.27,0.28,5.18,0.0,-0.02,179.23,0.21,1.66,0.02,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[178.48, 175.41, 186.98, 178.58, 177.01]",kept
100642437308,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,1.03,13.99,0.02,0.07,0.06,177.53,0.3,5.66,0.06,0.04,177.05,0.23,1.82,0.06,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[177.61, 173.1, 187.09, 179.06, 178.64]",kept
100642438306,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,2.85,16.25,0.05,0.07,0.09,176.77,0.35,6.49,0.11,0.07,176.3,0.27,2.08,0.12,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[176.53, 172.38, 188.63, 179.51, 179.38]",kept
100642439305,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,3.0,15.68,0.05,0.07,0.09,176.37,0.36,6.75,0.1,0.05,176.85,0.28,2.22,0.06,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[174.68, 173.18, 188.86, 179.61, 177.69]",kept
100642440303,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,2.52,16.74,0.05,0.07,0.07,176.64,0.41,7.79,0.06,0.02,177.74,0.33,2.6,0.01,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[173.67, 173.83, 190.41, 179.49, 176.19]",kept
100642441341,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,2.08,17.13,0.04,0.07,0.07,177.33,0.43,8.05,0.05,0.01,178.62,0.35,2.73,0.0,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[174.14, 174.43, 191.27, 180.11, 176.23]",kept
100642442339,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,0.52,15.79,0.01,0.07,0.04,178.87,0.38,7.19,0.02,0.0,179.33,0.3,2.33,0.0,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[176.88, 175.03, 190.82, 179.82, 177.4]",kept
100642443337,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-0.82,15.65,-0.01,0.07,0.01,179.57,0.37,6.94,0.0,-0.01,179.17,0.28,2.19,0.0,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[178.52, 174.71, 190.36, 178.6, 177.7]",kept
100642444336,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.72,16.16,-0.07,0.07,-0.02,180.44,0.39,7.31,0.01,-0.05,180.52,0.31,2.39,0.04,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[179.56, 174.37, 190.53, 178.93, 175.85]",kept
100642445334,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-4.33,17.17,-0.08,0.07,-0.02,180.67,0.41,7.72,0.01,-0.05,180.87,0.33,2.59,0.04,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[179.96, 173.96, 191.13, 179.39, 175.64]",kept
100642446333,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-6.74,18.84,-0.12,0.07,-0.05,182.23,0.44,8.27,0.02,-0.06,181.66,0.35,2.74,0.05,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[183.11, 173.13, 191.97, 179.63, 176.37]",kept
100642447331,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-7.29,20.79,-0.13,0.07,-0.05,182.6,0.48,9.04,0.02,-0.06,181.75,0.38,2.99,0.04,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[184.0, 172.32, 193.1, 179.86, 176.71]",kept
100642448329,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-10.03,20.04,-0.18,0.07,-0.1,183.49,0.49,9.26,0.06,-0.12,184.01,0.43,3.32,0.13,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[183.48, 173.55, 193.49, 180.24, 173.45]",kept
100642449328,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-8.94,19.32,-0.16,0.07,-0.09,183.55,0.46,8.71,0.06,-0.12,184.35,0.4,3.16,0.13,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[182.94, 174.87, 193.32, 180.78, 174.01]",kept
100642450326,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-8.52,18.31,-0.15,0.07,-0.08,184.17,0.44,8.21,0.06,-0.11,184.89,0.38,2.96,0.14,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[183.55, 175.99, 193.34, 181.36, 175.03]",kept
100642451370,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-9.94,17.48,-0.18,0.07,-0.11,185.8,0.41,7.73,0.11,-0.13,186.33,0.36,2.82,0.18,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[185.82, 177.11, 193.36, 182.17, 175.88]",kept
100642452368,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-10.0,18.73,-0.18,0.07,-0.11,187.76,0.45,8.54,0.1,-0.13,187.72,0.37,2.89,0.18,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[187.87, 178.29, 196.6, 183.0, 177.87]",kept
100642453367,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-6.6,18.58,-0.12,0.07,-0.06,187.76,0.45,8.44,0.03,-0.09,187.41,0.35,2.73,0.1,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[187.44, 179.58, 198.15, 184.1, 180.84]",kept
100642454365,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.47,16.83,-0.06,0.07,-0.02,187.13,0.4,7.56,0.0,-0.05,186.91,0.31,2.42,0.04,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[186.3, 180.87, 197.69, 185.18, 182.83]",kept
100642455497,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.1,14.7,-0.06,0.07,-0.02,188.11,0.35,6.57,0.01,-0.04,187.78,0.27,2.1,0.04,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[187.54, 182.53, 197.23, 186.19, 184.44]",kept
100642456494,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-5.2,13.53,-0.09,0.07,-0.06,189.77,0.32,6.04,0.05,-0.08,190.11,0.26,2.02,0.16,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[188.77, 184.5, 197.1, 187.18, 183.57]",kept
100642457491,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.81,10.84,-0.07,0.07,-0.04,190.79,0.26,4.96,0.04,-0.06,191.0,0.21,1.64,0.13,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[189.99, 186.56, 197.02, 188.88, 186.18]",kept
100642458631,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.48,10.48,-0.06,0.07,-0.05,192.17,0.22,4.19,0.08,-0.08,193.55,0.21,1.61,0.24,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[189.8, 190.48, 196.79, 190.8, 186.31]",kept
100642459627,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-5.45,9.29,-0.1,0.07,-0.04,192.47,0.23,4.41,0.05,-0.05,193.15,0.24,1.91,0.06,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[193.07, 187.22, 196.51, 192.38, 187.62]",kept
100642460623,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-4.32,8.25,-0.08,0.07,-0.03,193.58,0.2,3.78,0.04,-0.03,193.86,0.19,1.51,0.05,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[194.32, 188.94, 197.19, 193.31, 190.0]",kept
100642461723,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-2.99,9.25,-0.05,0.07,-0.02,194.62,0.21,3.98,0.01,-0.02,194.3,0.17,1.34,0.02,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[195.36, 190.06, 199.31, 193.9, 192.36]",kept
100642462719,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-2.95,10.34,-0.05,0.07,0.02,193.06,0.25,4.69,0.01,0.05,191.93,0.21,1.63,0.1,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[196.85, 186.51, 195.8, 194.5, 193.9]",kept
100642463718,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-0.72,8.72,-0.01,0.07,0.05,190.83,0.21,3.91,0.08,0.08,189.69,0.17,1.34,0.31,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[194.69, 185.97, 192.29, 193.56, 193.97]",kept
100642464889,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-0.54,8.38,-0.01,0.07,0.03,190.34,0.2,3.85,0.04,0.07,188.45,0.17,1.36,0.21,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[193.85, 185.47, 192.59, 190.86, 193.31]",kept
100642465889,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-1.87,7.79,-0.03,0.07,0.01,190.19,0.19,3.65,0.0,0.03,188.8,0.16,1.23,0.07,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[192.85, 185.23, 193.01, 189.94, 190.98]",kept
100642467127,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.51,8.54,-0.06,0.07,-0.01,190.97,0.21,3.93,0.0,0.01,190.12,0.17,1.35,0.0,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[193.4, 185.38, 193.92, 190.76, 189.89]",kept
100642468127,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.49,8.88,-0.06,0.07,-0.01,191.55,0.21,4.02,0.0,0.01,190.84,0.18,1.4,0.0,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[193.84, 185.94, 194.82, 191.57, 190.35]",kept
100642469286,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-1.88,8.94,-0.03,0.07,0.01,191.63,0.21,3.9,0.01,0.03,190.61,0.17,1.3,0.06,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[193.94, 186.51, 195.45, 192.03, 192.06]",kept
100642470285,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-4.73,9.56,-0.09,0.07,-0.04,193.61,0.23,4.41,0.05,-0.01,191.89,0.19,1.5,0.01,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[196.64, 187.08, 196.01, 191.09, 191.91]",kept
100642471399,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-6.85,10.37,-0.12,0.07,-0.08,195.13,0.24,4.59,0.16,-0.05,193.18,0.2,1.6,0.1,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[198.27, 187.9, 196.64, 190.6, 191.42]",kept
100642472398,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-8.28,11.45,-0.15,0.07,-0.1,196.65,0.26,4.87,0.22,-0.07,194.47,0.22,1.72,0.16,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[200.16, 188.71, 197.44, 190.97, 191.89]",kept
100642473397,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-11.13,12.53,-0.2,0.07,-0.15,198.54,0.26,4.93,0.37,-0.11,196.47,0.22,1.69,0.33,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[202.27, 189.75, 197.81, 191.31, 191.15]",kept
100642474396,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-11.84,13.24,-0.21,0.07,-0.16,199.95,0.27,5.01,0.41,-0.12,197.43,0.23,1.81,0.34,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[204.17, 190.92, 198.05, 191.57, 192.33]",kept
100642475395,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-14.2,14.3,-0.26,0.07,-0.2,201.87,0.27,5.14,0.51,-0.16,199.37,0.24,1.84,0.47,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[206.13, 192.1, 199.08, 191.83, 191.93]",kept
100642476395,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-16.72,16.72,-0.3,0.07,-0.24,203.93,0.28,5.3,0.57,-0.2,201.89,0.23,1.79,0.58,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[208.21, 193.26, 200.46, 193.33, 191.49]",kept
100642477394,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-14.87,14.87,-0.27,0.07,-0.21,204.21,0.27,5.08,0.52,-0.17,202.3,0.22,1.71,0.53,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[208.2, 194.28, 201.64, 194.91, 193.33]",kept
100642478393,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-13.15,13.15,-0.24,0.07,-0.18,204.51,0.26,4.83,0.47,-0.14,202.7,0.21,1.62,0.47,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[208.34, 195.3, 202.49, 196.49, 195.19]",kept
100642479392,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-13.49,13.49,-0.24,0.07,-0.18,205.52,0.25,4.65,0.51,-0.15,203.98,0.2,1.56,0.52,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[209.04, 196.47, 203.5, 197.49, 195.55]",kept
100642480392,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-13.5,13.5,-0.24,0.07,-0.19,206.54,0.23,4.36,0.56,-0.17,205.58,0.19,1.47,0.61,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[208.84, 198.18, 205.52, 198.38, 195.34]",kept
100642481391,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-13.17,13.17,-0.24,0.07,-0.19,207.32,0.21,3.94,0.6,-0.18,206.93,0.18,1.38,0.67,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[208.73, 199.89, 206.51, 199.56, 195.55]",kept
100642482390,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-10.25,10.25,-0.18,0.07,-0.15,207.76,0.17,3.15,0.61,-0.14,206.78,0.13,1.05,0.67,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[209.45, 201.61, 206.69, 200.74, 199.2]",kept
100642483299,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-7.68,9.42,-0.14,0.07,-0.12,208.14,0.18,3.42,0.43,-0.09,206.05,0.19,1.45,0.31,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[210.71, 202.31, 207.12, 201.29, 203.03]",kept
100642484298,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-6.79,7.82,-0.12,0.07,-0.1,207.77,0.16,3.03,0.43,-0.09,206.14,0.16,1.21,0.36,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[209.6, 202.67, 207.63, 201.78, 202.81]",kept
100642485298,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-6.74,9.51,-0.12,0.07,-0.1,207.84,0.21,3.91,0.31,-0.11,207.17,0.16,1.26,0.46,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[207.89, 203.03, 210.65, 202.26, 201.14]",kept
100642486200,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-4.05,12.46,-0.07,0.07,-0.06,205.8,0.27,5.14,0.08,-0.1,206.48,0.21,1.66,0.28,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[203.53, 202.93, 211.94, 202.69, 199.48]",kept
100642487126,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-4.27,13.9,-0.08,0.07,-0.06,205.61,0.31,5.75,0.08,-0.11,206.46,0.24,1.87,0.27,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[202.93, 202.61, 212.56, 202.37, 198.66]",kept
100642488062,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.5,12.55,-0.06,0.07,-0.05,205.03,0.28,5.27,0.07,-0.09,205.74,0.22,1.68,0.26,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[202.5, 202.49, 211.55, 202.04, 199.0]",kept
100642488991,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.42,12.53,-0.06,0.07,-0.05,205.29,0.28,5.35,0.05,-0.09,205.98,0.22,1.73,0.22,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[202.98, 202.44, 212.09, 202.7, 199.56]",kept
100642489969,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-6.35,14.67,-0.11,0.07,-0.08,206.54,0.32,5.97,0.11,-0.12,207.35,0.26,2.06,0.26,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[204.81, 201.8, 213.13, 203.18, 198.46]",kept
100642490904,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-9.67,16.1,-0.17,0.07,-0.12,207.56,0.35,6.54,0.18,-0.14,208.21,0.3,2.38,0.28,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[207.02, 200.4, 213.45, 203.23, 197.35]",kept
100642491903,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-8.55,12.56,-0.15,0.07,-0.09,206.42,0.27,5.14,0.18,-0.11,207.6,0.29,2.28,0.21,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[206.27, 200.49, 210.28, 204.39, 197.71]",kept
100642492836,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-5.2,10.55,-0.09,0.07,-0.07,204.59,0.22,4.12,0.14,-0.09,205.48,0.2,1.56,0.27,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[203.36, 201.2, 208.7, 202.41, 198.15]",kept
100642493835,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-2.96,10.02,-0.05,0.07,-0.04,202.39,0.23,4.24,0.05,-0.07,203.03,0.18,1.41,0.21,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[200.64, 199.98, 207.7, 200.52, 197.68]",kept
100642494835,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-2.97,9.38,-0.05,0.07,-0.04,201.6,0.23,4.28,0.06,-0.06,201.42,0.17,1.34,0.19,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[200.6, 198.37, 207.01, 198.74, 197.63]",kept
100642495835,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-2.84,9.91,-0.05,0.07,-0.03,200.53,0.24,4.57,0.03,-0.05,199.79,0.19,1.47,0.1,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[200.26, 196.43, 206.34, 197.52, 197.42]",kept
100642496733,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-2.78,11.18,-0.05,0.07,-0.02,199.39,0.26,4.83,0.01,-0.02,198.84,0.2,1.56,0.02,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[199.75, 194.48, 205.67, 197.97, 196.97]",kept
100642497733,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-2.59,10.81,-0.05,0.07,-0.01,199.47,0.26,4.8,0.0,-0.03,199.55,0.21,1.61,0.03,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[199.16, 195.21, 206.01, 198.83, 196.57]",kept
100642498732,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-2.56,11.24,-0.05,0.07,-0.02,199.93,0.28,5.28,0.01,-0.04,200.33,0.23,1.77,0.06,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[198.8, 196.06, 207.3, 199.07, 196.24]",kept
100642499583,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.0,11.46,-0.05,0.07,-0.02,199.85,0.28,5.19,0.01,-0.04,199.87,0.22,1.7,0.06,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[199.32, 195.36, 206.83, 198.53, 196.32]",kept
100642500582,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.91,12.4,-0.07,0.07,-0.02,199.31,0.29,5.47,0.01,-0.04,199.28,0.24,1.86,0.04,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[199.42, 193.8, 206.2, 198.26, 195.52]",kept
100642501385,Auckland,OmokoritoBay,1968-09-28,2024-03-18,55,5,5,-3.45,11.28,-0.06,0.07,-0.02,198.55,0.26,4.94,0.01,-0.03,198.54,0.22,1.7,0.03,"['1968-09-28', '1982-02-09', '1996-02-05', '2011-03-09', '2024-03-18']","[198.8, 193.47, 204.76, 197.9, 195.35]",kept
